date_reg,company,vehicle_count
2019-05-24,Bermaz Auto Berhad,61
2019-05-25,Bermaz Auto Berhad,0
2019-05-26,Bermaz Auto Berhad,1
2019-05-27,Bermaz Auto Berhad,57
2019-05-28,Bermaz Auto Berhad,65
2019-05-29,Bermaz Auto Berhad,92
2019-05-30,Bermaz Auto Berhad,110
2019-05-31,Bermaz Auto Berhad,58
2019-06-01,Bermaz Auto Berhad,0
2019-06-02,Bermaz Auto Berhad,1
2019-06-03,Bermaz Auto Berhad,32
2019-06-04,Bermaz Auto Berhad,13
2019-06-05,Bermaz Auto Berhad,0
2019-06-06,Bermaz Auto Berhad,0
2019-06-07,Bermaz Auto Berhad,3
2019-06-08,Bermaz Auto Berhad,0
2019-06-09,Bermaz Auto Berhad,0
2019-06-10,Bermaz Auto Berhad,10
2019-06-11,Bermaz Auto Berhad,17
2019-06-12,Bermaz Auto Berhad,35
2019-06-13,Bermaz Auto Berhad,43
2019-06-14,Bermaz Auto Berhad,31
2019-06-15,Bermaz Auto Berhad,5
2019-06-16,Bermaz Auto Berhad,1
2019-06-17,Bermaz Auto Berhad,46
2019-06-18,Bermaz Auto Berhad,37
2019-06-19,Bermaz Auto Berhad,50
2019-06-20,Bermaz Auto Berhad,50
2019-06-21,Bermaz Auto Berhad,36
2019-06-22,Bermaz Auto Berhad,1
2019-06-23,Bermaz Auto Berhad,0
2019-06-24,Bermaz Auto Berhad,28
2019-06-25,Bermaz Auto Berhad,40
2019-06-26,Bermaz Auto Berhad,59
2019-06-27,Bermaz Auto Berhad,77
2019-06-28,Bermaz Auto Berhad,75
2019-06-29,Bermaz Auto Berhad,1
2019-06-30,Bermaz Auto Berhad,0
2019-07-01,Bermaz Auto Berhad,6
2019-07-02,Bermaz Auto Berhad,27
2019-07-03,Bermaz Auto Berhad,39
2019-07-04,Bermaz Auto Berhad,58
2019-07-05,Bermaz Auto Berhad,46
2019-07-06,Bermaz Auto Berhad,0
2019-07-07,Bermaz Auto Berhad,0
2019-07-08,Bermaz Auto Berhad,27
2019-07-09,Bermaz Auto Berhad,43
2019-07-10,Bermaz Auto Berhad,40
2019-07-11,Bermaz Auto Berhad,34
2019-07-12,Bermaz Auto Berhad,35
2019-07-13,Bermaz Auto Berhad,1
2019-07-14,Bermaz Auto Berhad,0
2019-07-15,Bermaz Auto Berhad,21
2019-07-16,Bermaz Auto Berhad,47
2019-07-17,Bermaz Auto Berhad,43
2019-07-18,Bermaz Auto Berhad,57
2019-07-19,Bermaz Auto Berhad,45
2019-07-20,Bermaz Auto Berhad,1
2019-07-21,Bermaz Auto Berhad,0
2019-07-22,Bermaz Auto Berhad,38
2019-07-23,Bermaz Auto Berhad,29
2019-07-24,Bermaz Auto Berhad,40
2019-07-25,Bermaz Auto Berhad,53
2019-07-26,Bermaz Auto Berhad,67
2019-07-27,Bermaz Auto Berhad,0
2019-07-28,Bermaz Auto Berhad,1
2019-07-29,Bermaz Auto Berhad,88
2019-07-30,Bermaz Auto Berhad,1
2019-07-31,Bermaz Auto Berhad,78
2019-08-01,Bermaz Auto Berhad,23
