date_reg,company,vehicle_count
2019-01-05,Sime UMW Holdings Berhad,20
2019-01-06,Sime UMW Holdings Berhad,32
2019-01-07,Sime UMW Holdings Berhad,246
2019-01-08,Sime UMW Holdings Berhad,326
2019-01-09,Sime UMW Holdings Berhad,433
2019-01-10,Sime UMW Holdings Berhad,643
2019-01-11,Sime UMW Holdings Berhad,590
2019-01-12,Sime UMW Holdings Berhad,64
2019-01-13,Sime UMW Holdings Berhad,61
2019-01-14,Sime UMW Holdings Berhad,633
2019-01-15,Sime UMW Holdings Berhad,899
2019-01-16,Sime UMW Holdings Berhad,947
2019-01-17,Sime UMW Holdings Berhad,1127
2019-01-18,Sime UMW Holdings Berhad,627
2019-01-19,Sime UMW Holdings Berhad,230
2019-01-20,Sime UMW Holdings Berhad,67
2019-01-21,Sime UMW Holdings Berhad,215
2019-01-22,Sime UMW Holdings Berhad,1262
2019-01-23,Sime UMW Holdings Berhad,1179
2019-01-24,Sime UMW Holdings Berhad,1546
2019-01-25,Sime UMW Holdings Berhad,1454
2019-01-26,Sime UMW Holdings Berhad,202
2019-01-27,Sime UMW Holdings Berhad,109
2019-01-28,Sime UMW Holdings Berhad,1742
2019-01-29,Sime UMW Holdings Berhad,2186
2019-01-30,Sime UMW Holdings Berhad,2690
2019-01-31,Sime UMW Holdings Berhad,5469
2019-02-01,Sime UMW Holdings Berhad,541
2019-02-02,Sime UMW Holdings Berhad,26
2019-02-03,Sime UMW Holdings Berhad,36
2019-02-04,Sime UMW Holdings Berhad,134
2019-02-05,Sime UMW Holdings Berhad,0
2019-02-06,Sime UMW Holdings Berhad,1
2019-02-07,Sime UMW Holdings Berhad,117
2019-02-08,Sime UMW Holdings Berhad,166
2019-02-09,Sime UMW Holdings Berhad,13
2019-02-10,Sime UMW Holdings Berhad,11
2019-02-11,Sime UMW Holdings Berhad,319
2019-02-12,Sime UMW Holdings Berhad,464
2019-02-13,Sime UMW Holdings Berhad,581
2019-02-14,Sime UMW Holdings Berhad,649
2019-02-15,Sime UMW Holdings Berhad,670
2019-02-16,Sime UMW Holdings Berhad,107
2019-02-17,Sime UMW Holdings Berhad,40
2019-02-18,Sime UMW Holdings Berhad,904
2019-02-19,Sime UMW Holdings Berhad,1120
2019-02-20,Sime UMW Holdings Berhad,1044
2019-02-21,Sime UMW Holdings Berhad,1376
2019-02-22,Sime UMW Holdings Berhad,1202
2019-02-23,Sime UMW Holdings Berhad,192
2019-02-24,Sime UMW Holdings Berhad,27
2019-02-25,Sime UMW Holdings Berhad,836
2019-02-26,Sime UMW Holdings Berhad,2416
2019-02-27,Sime UMW Holdings Berhad,2853
2019-02-28,Sime UMW Holdings Berhad,5479
2019-03-01,Sime UMW Holdings Berhad,412
2019-03-02,Sime UMW Holdings Berhad,41
2019-03-03,Sime UMW Holdings Berhad,41
2019-03-04,Sime UMW Holdings Berhad,546
2019-03-05,Sime UMW Holdings Berhad,489
2019-03-06,Sime UMW Holdings Berhad,562
2019-03-07,Sime UMW Holdings Berhad,575
2019-03-08,Sime UMW Holdings Berhad,835
2019-03-09,Sime UMW Holdings Berhad,104
2019-03-10,Sime UMW Holdings Berhad,29
2019-03-11,Sime UMW Holdings Berhad,797
2019-03-12,Sime UMW Holdings Berhad,1097
2019-03-13,Sime UMW Holdings Berhad,1185
2019-03-14,Sime UMW Holdings Berhad,1192
2019-03-15,Sime UMW Holdings Berhad,1109
2019-03-16,Sime UMW Holdings Berhad,102
2019-03-17,Sime UMW Holdings Berhad,53
2019-03-18,Sime UMW Holdings Berhad,940
2019-03-19,Sime UMW Holdings Berhad,1880
2019-03-20,Sime UMW Holdings Berhad,1520
2019-03-21,Sime UMW Holdings Berhad,1404
2019-03-22,Sime UMW Holdings Berhad,1423
2019-03-23,Sime UMW Holdings Berhad,90
2019-03-24,Sime UMW Holdings Berhad,71
2019-03-25,Sime UMW Holdings Berhad,1582
2019-03-26,Sime UMW Holdings Berhad,1752
2019-03-27,Sime UMW Holdings Berhad,2115
2019-03-28,Sime UMW Holdings Berhad,2605
2019-03-29,Sime UMW Holdings Berhad,3758
2019-03-30,Sime UMW Holdings Berhad,2078
2019-03-31,Sime UMW Holdings Berhad,693
2019-04-01,Sime UMW Holdings Berhad,373
2019-04-02,Sime UMW Holdings Berhad,442
2019-04-03,Sime UMW Holdings Berhad,468
2019-04-04,Sime UMW Holdings Berhad,497
2019-04-05,Sime UMW Holdings Berhad,491
2019-04-06,Sime UMW Holdings Berhad,20
2019-04-07,Sime UMW Holdings Berhad,35
2019-04-08,Sime UMW Holdings Berhad,541
2019-04-09,Sime UMW Holdings Berhad,724
2019-04-10,Sime UMW Holdings Berhad,820
2019-04-11,Sime UMW Holdings Berhad,1000
2019-04-12,Sime UMW Holdings Berhad,840
2019-04-13,Sime UMW Holdings Berhad,90
2019-04-14,Sime UMW Holdings Berhad,57
2019-04-15,Sime UMW Holdings Berhad,913
2019-04-16,Sime UMW Holdings Berhad,1112
2019-04-17,Sime UMW Holdings Berhad,1299
2019-04-18,Sime UMW Holdings Berhad,1264
2019-04-19,Sime UMW Holdings Berhad,964
2019-04-20,Sime UMW Holdings Berhad,100
2019-04-21,Sime UMW Holdings Berhad,75
2019-04-22,Sime UMW Holdings Berhad,1386
2019-04-23,Sime UMW Holdings Berhad,1587
2019-04-24,Sime UMW Holdings Berhad,1615
2019-04-25,Sime UMW Holdings Berhad,1886
2019-04-26,Sime UMW Holdings Berhad,1686
2019-04-27,Sime UMW Holdings Berhad,345
2019-04-28,Sime UMW Holdings Berhad,123
2019-04-29,Sime UMW Holdings Berhad,3001
2019-04-30,Sime UMW Holdings Berhad,5170
2019-05-01,Sime UMW Holdings Berhad,0
2019-05-02,Sime UMW Holdings Berhad,507
2019-05-03,Sime UMW Holdings Berhad,530
2019-05-04,Sime UMW Holdings Berhad,32
2019-05-05,Sime UMW Holdings Berhad,41
2019-05-06,Sime UMW Holdings Berhad,432
2019-05-07,Sime UMW Holdings Berhad,510
2019-05-08,Sime UMW Holdings Berhad,655
2019-05-09,Sime UMW Holdings Berhad,733
2019-05-10,Sime UMW Holdings Berhad,754
2019-05-11,Sime UMW Holdings Berhad,77
2019-05-12,Sime UMW Holdings Berhad,58
2019-05-13,Sime UMW Holdings Berhad,924
2019-05-14,Sime UMW Holdings Berhad,1074
2019-05-15,Sime UMW Holdings Berhad,1149
2019-05-16,Sime UMW Holdings Berhad,1286
2019-05-17,Sime UMW Holdings Berhad,1205
2019-05-18,Sime UMW Holdings Berhad,143
2019-05-19,Sime UMW Holdings Berhad,1
2019-05-20,Sime UMW Holdings Berhad,82
2019-05-21,Sime UMW Holdings Berhad,1320
2019-05-22,Sime UMW Holdings Berhad,654
2019-05-23,Sime UMW Holdings Berhad,1952
2019-05-24,Sime UMW Holdings Berhad,1833
2019-05-25,Sime UMW Holdings Berhad,379
2019-05-26,Sime UMW Holdings Berhad,119
2019-05-27,Sime UMW Holdings Berhad,2272
2019-05-28,Sime UMW Holdings Berhad,2441
2019-05-29,Sime UMW Holdings Berhad,3030
2019-05-30,Sime UMW Holdings Berhad,3238
2019-05-31,Sime UMW Holdings Berhad,4624
2019-06-01,Sime UMW Holdings Berhad,57
2019-06-02,Sime UMW Holdings Berhad,66
2019-06-03,Sime UMW Holdings Berhad,516
2019-06-04,Sime UMW Holdings Berhad,175
2019-06-05,Sime UMW Holdings Berhad,0
2019-06-06,Sime UMW Holdings Berhad,0
2019-06-07,Sime UMW Holdings Berhad,37
2019-06-08,Sime UMW Holdings Berhad,3
2019-06-09,Sime UMW Holdings Berhad,4
2019-06-10,Sime UMW Holdings Berhad,179
2019-06-11,Sime UMW Holdings Berhad,275
2019-06-12,Sime UMW Holdings Berhad,311
2019-06-13,Sime UMW Holdings Berhad,331
2019-06-14,Sime UMW Holdings Berhad,385
2019-06-15,Sime UMW Holdings Berhad,18
2019-06-16,Sime UMW Holdings Berhad,15
2019-06-17,Sime UMW Holdings Berhad,495
2019-06-18,Sime UMW Holdings Berhad,635
2019-06-19,Sime UMW Holdings Berhad,856
2019-06-20,Sime UMW Holdings Berhad,994
2019-06-21,Sime UMW Holdings Berhad,1071
2019-06-22,Sime UMW Holdings Berhad,131
2019-06-23,Sime UMW Holdings Berhad,57
2019-06-24,Sime UMW Holdings Berhad,1424
2019-06-25,Sime UMW Holdings Berhad,1663
2019-06-26,Sime UMW Holdings Berhad,1811
2019-06-27,Sime UMW Holdings Berhad,2722
2019-06-28,Sime UMW Holdings Berhad,3218
2019-06-29,Sime UMW Holdings Berhad,2729
2019-06-30,Sime UMW Holdings Berhad,1351
2019-07-01,Sime UMW Holdings Berhad,394
2019-07-02,Sime UMW Holdings Berhad,405
2019-07-03,Sime UMW Holdings Berhad,406
2019-07-04,Sime UMW Holdings Berhad,452
2019-07-05,Sime UMW Holdings Berhad,411
2019-07-06,Sime UMW Holdings Berhad,18
2019-07-07,Sime UMW Holdings Berhad,18
2019-07-08,Sime UMW Holdings Berhad,399
2019-07-09,Sime UMW Holdings Berhad,567
2019-07-10,Sime UMW Holdings Berhad,637
2019-07-11,Sime UMW Holdings Berhad,798
2019-07-12,Sime UMW Holdings Berhad,837
2019-07-13,Sime UMW Holdings Berhad,108
2019-07-14,Sime UMW Holdings Berhad,47
2019-07-15,Sime UMW Holdings Berhad,1082
2019-07-16,Sime UMW Holdings Berhad,1290
2019-07-17,Sime UMW Holdings Berhad,1385
2019-07-18,Sime UMW Holdings Berhad,1515
2019-07-19,Sime UMW Holdings Berhad,1552
2019-07-20,Sime UMW Holdings Berhad,209
2019-07-21,Sime UMW Holdings Berhad,58
2019-07-22,Sime UMW Holdings Berhad,1257
2019-07-23,Sime UMW Holdings Berhad,1650
2019-07-24,Sime UMW Holdings Berhad,1657
2019-07-25,Sime UMW Holdings Berhad,1769
2019-07-26,Sime UMW Holdings Berhad,1953
