date_reg,company,vehicle_count
2019-05-22,Sime Darby Berhad,12
2019-05-23,Sime Darby Berhad,115
2019-05-24,Sime Darby Berhad,111
2019-05-25,Sime Darby Berhad,4
2019-05-26,Sime Darby Berhad,3
2019-05-27,Sime Darby Berhad,111
2019-05-28,Sime Darby Berhad,163
2019-05-29,Sime Darby Berhad,162
2019-05-30,Sime Darby Berhad,149
2019-05-31,Sime Darby Berhad,125
2019-06-01,Sime Darby Berhad,9
2019-06-02,Sime Darby Berhad,9
2019-06-03,Sime Darby Berhad,102
2019-06-04,Sime Darby Berhad,45
2019-06-05,Sime Darby Berhad,0
2019-06-06,Sime Darby Berhad,0
2019-06-07,Sime Darby Berhad,10
2019-06-08,Sime Darby Berhad,3
2019-06-09,Sime Darby Berhad,1
2019-06-10,Sime Darby Berhad,28
2019-06-11,Sime Darby Berhad,46
2019-06-12,Sime Darby Berhad,108
2019-06-13,Sime Darby Berhad,68
2019-06-14,Sime Darby Berhad,89
2019-06-15,Sime Darby Berhad,1
2019-06-16,Sime Darby Berhad,3
2019-06-17,Sime Darby Berhad,48
2019-06-18,Sime Darby Berhad,75
2019-06-19,Sime Darby Berhad,81
2019-06-20,Sime Darby Berhad,165
2019-06-21,Sime Darby Berhad,101
2019-06-22,Sime Darby Berhad,2
2019-06-23,Sime Darby Berhad,2
2019-06-24,Sime Darby Berhad,72
2019-06-25,Sime Darby Berhad,127
2019-06-26,Sime Darby Berhad,198
2019-06-27,Sime Darby Berhad,217
2019-06-28,Sime Darby Berhad,250
2019-06-29,Sime Darby Berhad,7
2019-06-30,Sime Darby Berhad,14
2019-07-01,Sime Darby Berhad,49
2019-07-02,Sime Darby Berhad,57
2019-07-03,Sime Darby Berhad,69
2019-07-04,Sime Darby Berhad,60
2019-07-05,Sime Darby Berhad,84
2019-07-06,Sime Darby Berhad,5
2019-07-07,Sime Darby Berhad,10
2019-07-08,Sime Darby Berhad,85
2019-07-09,Sime Darby Berhad,87
2019-07-10,Sime Darby Berhad,101
2019-07-11,Sime Darby Berhad,68
2019-07-12,Sime Darby Berhad,101
2019-07-13,Sime Darby Berhad,1
2019-07-14,Sime Darby Berhad,0
2019-07-15,Sime Darby Berhad,50
2019-07-16,Sime Darby Berhad,54
2019-07-17,Sime Darby Berhad,81
2019-07-18,Sime Darby Berhad,93
2019-07-19,Sime Darby Berhad,84
2019-07-20,Sime Darby Berhad,2
2019-07-21,Sime Darby Berhad,1
2019-07-22,Sime Darby Berhad,58
2019-07-23,Sime Darby Berhad,73
2019-07-24,Sime Darby Berhad,101
2019-07-25,Sime Darby Berhad,91
2019-07-26,Sime Darby Berhad,110
2019-07-27,Sime Darby Berhad,3
2019-07-28,Sime Darby Berhad,3
2019-07-29,Sime Darby Berhad,112
2019-07-30,Sime Darby Berhad,1
